Taxon,ScientificName,ScientificName_accepted
Mollusca,Chama cornucopia,Pseudochama corbierei
Mollusca,Chama macerophylla,Chama macerophylla
Mollusca,Chama pacifica,Chama pacifica
Mollusca,Chelidonura fulvipunctata,Biuve fulvipunctata
Mollusca,Chelidonura mediterranea,Chelidonura fulvipunctata
Mollusca,Chiton (Chiton) glaucus,Chiton glaucus
Mollusca,Chiton (Tegulaplax) hululensis,Tegulaplax hululensis
Mollusca,Chiton glaucus,Chiton glaucus
Mollusca,Chiton hululensis,Tegulaplax hululensis
Mollusca,Chlamys lischkei,Zygochlamys patagonica
Mollusca,Choromytilus chilensis,Mytilus platensis
Mollusca,Choromytilus chorus,Choromytilus chorus
Mollusca,Chromodoris annulata,Goniobranchus annulatus
Mollusca,Chromodoris quadricolor,Chromodoris quadricolor
Mollusca,Chromodoris quadricolor quadricolor,Chromodoris quadricolor
Mollusca,Chrysallida fischeri,Pyrgulina fischeri
Mollusca,Chrysallida maiae,Pyrgulina pupaeformis
Mollusca,Chrysallida micronana,Pyrgulina nana
Mollusca,Chrysallida pirinthella,Pyrgulina pirinthella
Mollusca,Cingulina isseli,Cingulina isseli
Mollusca,Circe scripta,Circe scripta
Mollusca,Circe sulcata,Redicirce sulcata
Mollusca,Circenita callipyga,Circenita callipyga
Mollusca,Circulus novemcarinatus,Circulus novemcarinatus
Mollusca,Clathrofenella ferruginea,Cerithidium diplax
Mollusca,Clementia papyracea,Clementia papyracea
Mollusca,Clypeomorus bifasciata,Clypeomorus bifasciata
Mollusca,Columbella savignyi,Zafra savignyi
Mollusca,Congeria leucophaeta,Mytilopsis leucophaeata
Mollusca,Conomurex decorus,Conomurex decorus
Mollusca,Conomurex persicus,Conomurex persicus
Mollusca,Conradia eutornisca,Conradia eutornisca
Mollusca,Conus arenatus,Conus arenatus
Mollusca,Conus fumigatus,Conus fumigatus
Mollusca,Conus inscriptus,Conus inscriptus
Mollusca,Conus rattus,Conus rattus
Mollusca,Coralliophila monodonta,Coralliophila monodonta
Mollusca,Corambe obscura,Corambe obscura
Mollusca,Corbula amurensis,Potamocorbula amurensis
Mollusca,Corbula gibba,Corbula gibba
Mollusca,Coryphellina rubrolineata,Coryphellina rubrolineata
Mollusca,Costellipitar chordatus,Costellipitar chordatus
Mollusca,Crassostrea angulata,Magallana angulata
Mollusca,Crassostrea brasiliana,Crassostrea brasiliana
Mollusca,Crassostrea brasiliensis,Crassostrea brasiliana
Mollusca,Crassostrea gigas,Magallana gigas
Mollusca,Crassostrea rhizophorae,Crassostrea rhizophorae
Mollusca,Crassostrea rivularis,Magallana rivularis
Mollusca,Crassostrea sikamea,Magallana sikamea
Mollusca,Crassostrea virginica,Crassostrea virginica
Mollusca,Crepidula aculeata,Bostrycapulus aculeatus
Mollusca,Crepidula fornicata,Crepidula fornicata
Mollusca,Crepidula onyx,Crepidula onyx
Mollusca,Crepipatella dilatata,Crepipatella dilatata
Mollusca,Crucibulum spinosum,Crucibulum spinosum
Mollusca,Cucurbitula cymbium,Cucurbitula cymbium
Mollusca,Cuthona perca,Cuthona perca
Mollusca,Cyclope neritea,Tritia neritea
Mollusca,Cycloscala hyalina,Cycloscala hyalina
Mollusca,Cycloscala hyalina,Cycloscala hyalina
Mollusca,Cylichna villersii,Cylichna villersii
Mollusca,Cylichnina girardi,Ventomnestia girardi
Mollusca,Cypraea gracilis,Purpuradusta gracilis
Mollusca,Cypraea lentiginosa,Palmadusta lentiginosa
Mollusca,Dendostrea crenulifera,Dendostrea sandvichensis
Mollusca,Dendostrea folium,Dendostrea folium
Mollusca,Dendostrea frons,Dendostrea frons
Mollusca,Dendostrea sandvichensis,Dendostrea sandvichensis
Mollusca,Dendrodoris fumata,Dendrodoris fumata
Mollusca,Dendrodoris nigra,Dendrodoris nigra
Mollusca,Dendrostrea frons,Dendostrea frons
Mollusca,Dermatobranchus rubidus,Dermatobranchus rubidus
Mollusca,Diala semistriata,Diala semistriata
Mollusca,Diala varia,Diala semistriata
Mollusca,Diodora funiculata,Diodora funiculata
Mollusca,Diodora rueppellii,Diodora ruppellii
Mollusca,Diodora ruppellii,Diodora ruppellii
Mollusca,Diplodonta bogii,Transkeia bogii
Mollusca,Diplodonta subrotunda,Diplodonta subrotunda
Mollusca,Discodoris concinna,Discodoris concinna
Mollusca,Discodoris lilacina,Tayuva lilacina
Mollusca,Divalinga arabica,Divalinga arabica
Mollusca,Divaricella angulifera,Divaricella ornatissima
Mollusca,Divaricella ornatissima,Divaricella ornatissima
Mollusca,Dosinia erythraea,Dosinia erythraea
Mollusca,Doxander vittatus,Doxander vittatus
Mollusca,Doxander vittatus vittatus,Doxander vittatus
Mollusca,Dreissena polymorpha,Dreissena polymorpha
Mollusca,Echinolittorina punctata,Echinolittorina punctata
Mollusca,Electroma vexillum,Electroma vexillum
Mollusca,Elysia grandifolia,Elysia grandifolia
Mollusca,Elysia ornata,Elysia ornata
Mollusca,Elysia tomentosa,Elysia tomentosa
Mollusca,Engina mendicaria,Engina mendicaria
Mollusca,Ensiculus cultellus,Ensiculus cultellus
Mollusca,Ensis americanus,Ensis leei
Mollusca,Ensis directus,Ensis leei
Mollusca,Ensis leei,Ensis leei
Mollusca,Eratoena sulcifera,Eratoena sulcifera
Mollusca,Ercolania viridis,Ercolania viridis
Mollusca,Ergalatax contracta,Ergalatax contracta
Mollusca,Ergalatax junionae,Ergalatax junionae
Mollusca,Ergalatax martensi,Ergalatax martensi
Mollusca,Ergalatax obscura,Ergalatax martensi
Mollusca,Erosaria turdus,Naria turdus
Mollusca,Ervilia scaliola,Ervilia scaliola
Mollusca,Ethminolia hemprichii,Ethminolia hemprichii
Mollusca,Eufenella pupoides,Finella pupoides
Mollusca,Eunaticina papilla,Eunaticina papilla
Mollusca,Euspira fortunei,Euspira gilva
Mollusca,Euspira gilva,Euspira gilva
Mollusca,Favorinus ghanensis,Favorinus ghanensis
Mollusca,Finella pupoides,Finella pupoides
Mollusca,Flabellina rubrolineata,Coryphellina rubrolineata
Mollusca,Fossarus eutorniscus,Conradia eutornisca
Mollusca,Fulvia (Fulvia) australis,Fulvia australis
Mollusca,Fulvia (Fulvia) fragilis,Fulvia fragilis
Mollusca,Fulvia australis,Fulvia australis
Mollusca,Fulvia fragilis,Fulvia fragilis
Mollusca,Fusinus rostratus,Gracilipurpura rostrata
Mollusca,Fusinus verrucosus,Marmorofusus verrucosus
Mollusca,Gafrarium callipygum,Circenita callipyga
Mollusca,Gafrarium pectinatum,Gafrarium pectinatum
Mollusca,Gastrochaena cymbium,Cucurbitula cymbium
Mollusca,Gemma gemma,Gemma gemma
Mollusca,Geukensia demissa,Geukensia demissa
Mollusca,Gibborissoia virgata,Gibborissoia virgata
Mollusca,Gibbula adansonii,Steromphala adansonii
Mollusca,Gibbula adriatica,Steromphala adriatica
Mollusca,Gibbula albida,Gibbula albida
Mollusca,Gibbula cineraria,Steromphala cineraria
Mollusca,Glossodoris runcinata,Hypselodoris infucata
Mollusca,Glycymeris arabica,Glycymeris arabica
Mollusca,Godiva quadricolor,Godiva quadricolor
Mollusca,Goniobranchus annulatus,Goniobranchus annulatus
Mollusca,Gouldiopa consternans,Microcirce consternans
Mollusca,Gracilipurpura rostrata,Gracilipurpura rostrata
Mollusca,Halgerda willeyi,Halgerda willeyi
Mollusca,Haliotis (Sulculus) pustulata,Haliotis rugosa pustulata
Mollusca,Haliotis discus,Haliotis discus
Mollusca,Haliotis discus hannai,Haliotis discus hannai
Mollusca,Haliotis rubra,Haliotis rubra
Mollusca,Haliotis rugosa,Haliotis rugosa
Mollusca,Haliotis rugosa pustulata,Haliotis rugosa pustulata
Mollusca,Haloa japonica,Haloa japonica
Mollusca,Haminaea callidegenita,Haminoea japonica
Mollusca,Haminoea callidegenita,Haminoea japonica
Mollusca,Haminoea cyanomarginata,Lamprohaminoea cyanomarginata
Mollusca,Haminoea japonica,Haloa japonica
Mollusca,Hexaplex trunculus,Hexaplex trunculus
Mollusca,Hiatula rosea,Hiatula rosea
Mollusca,Hiatula ruppelliana,Hiatula rosea
Mollusca,Hinemoa cylindrica,Oscilla galilae
Mollusca,Hipponix conicus,Sabia conica
Mollusca,Hopkinsia plana,Okenia plana
Mollusca,Hyotissa hyotis,Hyotissa hyotis
Mollusca,Hyotissa inermis,Hyotissa inermis
Mollusca,Hypselodoris infucata,Hypselodoris infucata
Mollusca,Indothais lacera,Indothais lacera
Mollusca,Indothais sacellum,Indothais sacellum
Mollusca,Iolaea neofelixoides,Iolaea neofelixoides
Mollusca,Isognomon ephippium,Isognomon ephippium
Mollusca,Isognomon radiatus,Isognomon radiatus
Mollusca,Kleinella (Actaeopyramis) fulva,Monotygma fulva
Mollusca,Laevicardium flavum,Vasticardium flavum
Mollusca,Laguncula pulchella,Laguncula pulchella
Mollusca,Lamprohaminoea cyanomarginata,Lamprohaminoea cyanomarginata
Mollusca,Laternula anatina,Laternula anatina
Mollusca,Laternula subrostrata,Laternula anatina
Mollusca,Leiosolenus aristatus,Leiosolenus aristatus
Mollusca,Leiosolenus hanleyanus,Leiosolenus hanleyanus
Mollusca,Leucotina natalensis,Leucotina natalensis
Mollusca,Lienardia mighelsi,Lienardia mighelsi
Mollusca,Limaria orientalis,Limaria orientalis
Mollusca,Limnoperna fortunei kikuchii,Xenostrobus securis
Mollusca,Limnoperna securis,Xenostrobus securis
Mollusca,Limopsis (Oblimopa) multistriata,Limopsis multistriata
Mollusca,Limopsis multistriata,Limopsis multistriata
Mollusca,Lithophaga aristata,Leiosolenus aristatus
Mollusca,Lithophaga hanleyana,Leiosolenus hanleyanus
Mollusca,Littorina littorea,Littorina littorea
Mollusca,Littorina saxatilis,Littorina saxatilis
Mollusca,Lodderia novemcarinata,Circulus novemcarinatus
Mollusca,Lopha folium,Dendostrea folium
Mollusca,Lymnaea stagnalis,Lymnaea stagnalis
Mollusca,Lyrodus medilobatus,Lyrodus medilobatus
Mollusca,Lyrodus pedicellatus,Lyrodus pedicellatus
Mollusca,Mactra lilacea,Mactra lilacea
Mollusca,Mactra olorina,Mactra olorina
Mollusca,Magallana angulata,Magallana angulata
Mollusca,Magallana gigas,Magallana gigas
Mollusca,Magallana rivularis,Magallana rivularis
Mollusca,Magallana sikamea,Magallana sikamea
Mollusca,Malleus regula,Malleus regula
Mollusca,Malvufundus regula,Malleus regula
Mollusca,Maoricolpus roseus,Maoricolpus roseus
Mollusca,Marginella glabella,Marginella glabella
Mollusca,Marmorofusus verrucosus,Marmorofusus verrucosus
Mollusca,Martesia striata,Martesia striata
Mollusca,Melibe fimbriata,Melibe viridis
Mollusca,Melibe viridis,Melibe viridis
Mollusca,Mercenaria mercenaria,Mercenaria mercenaria
Mollusca,Meretrix petechialis,Meretrix petechialis
Mollusca,Metaxia bacillum,Metaxia bacillum
Mollusca,Microcirce consternans,Microcirce consternans
Mollusca,Mimachlamys sanguinea,Mimachlamys sanguinea
Mollusca,Mitrella psilla,Mitrella psilla
Mollusca,Mitromorpha cachiai,Mitromorpha cachiai
Mollusca,Mitromorpha columbellaria,Mitromorpha columbellaria
Mollusca,Mizuhopecten yessoensis,Mizuhopecten yessoensis
Mollusca,Mnestia girardi,Mnestia girardi
Mollusca,Modiola fluviatilis,Xenostrobus securis
Mollusca,Modiola nitens,Modiola nitens
Mollusca,Modiola securis,Xenostrobus securis
Mollusca,Modiola vexillum,Xenostrobus securis
Mollusca,Modiolus auriculatus,Modiolus auriculatus
Mollusca,Monetaria annulus,Monetaria annulus
Mollusca,Monia nobilis,Monia nobilis
Mollusca,Monotigma fulva,Monotygma fulva
Mollusca,Monotigma lauta,Monotygma lauta
Mollusca,Monotygma amoena,Monotygma amoena
Mollusca,Monotygma fulva,Monotygma fulva
Mollusca,Monotygma lauta,Monotygma lauta
Mollusca,Monotygma watsoni,Monotygma watsoni
Mollusca,Murchisonella columna,Murchisonella columna
Mollusca,Murex (Murex) forskoehlii,Murex forskoehlii
Mollusca,Murex forskoehlii,Murex forskoehlii
Mollusca,Musculista perfragilis,Arcuatula perfragilis
Mollusca,Musculista senhousia,Arcuatula senhousia
Mollusca,Mya arenaria,Mya arenaria
Mollusca,Myosotella myosotis,Myosotella myosotis
Mollusca,Mytella charruana,Mytella charruana
Mollusca,Mytilopsis adamsi,Mytilopsis adamsi
Mollusca,Mytilopsis leucophaeata,Mytilopsis leucophaeata
Mollusca,Mytilus chilensis,Mytilus chilensis
Mollusca,Mytilus edulis,Mytilus edulis
Mollusca,Mytilus edulis platensis,Mytilus platensis
Mollusca,Mytilus galloprovincialis,Mytilus galloprovincialis
Mollusca,Mytilus platensis,Mytilus platensis
Mollusca,Nanostrea exigua,Nanostrea fluctigera
Mollusca,Nanostrea fluctigera,Nanostrea fluctigera
Mollusca,Naria turdus,Naria turdus
Mollusca,Nassa situla,Nassa situla
Mollusca,Nassarius (Zeuxis) sinarus,Nassarius sinarum
Mollusca,Nassarius arcularia,Nassarius arcularia
Mollusca,Nassarius arcularia plicatus,Nassarius arcularia plicatus
Mollusca,Nassarius concinnus,Nassarius concinnus
Mollusca,Nassarius sinarum,Nassarius sinarum
Mollusca,Nassarius stolatus,Nassarius stolatus
Mollusca,Natica gualteriana,Natica gualtieriana
Mollusca,Natica gualtieriana,Notocochlis gualtieriana
Mollusca,Neptunea (Barbitonia) arthritica,Neptunea arthritica
Mollusca,Neptunea arthritica,Neptunea arthritica
Mollusca,Nerita sanguinolenta,Nerita sanguinolenta
Mollusca,Nitidotellina lux,Nitidotellina lux
Mollusca,Nitidotellina valtonis,Nitidotellina valtonis
Mollusca,Notocochlis gualtieriana,Notocochlis gualtieriana
Mollusca,Oblimopa multistriata,Limopsis (Oblimopa) multistriata
Mollusca,Ocenebra inornata,Ocinebrellus inornatus
Mollusca,Ocinebrellus inornatus,Ocinebrellus inornatus
Mollusca,Octopus aegina,Amphioctopus aegina
Mollusca,Octopus cyanea,Octopus cyanea
Mollusca,Odostomia lorioli,Odostomia lorioli
Mollusca,Okenia eolida,Okenia eolida
Mollusca,Okenia plana,Okenia plana
Mollusca,Oscilla galilae,Oscilla galilae
Mollusca,Oscilla jocosa,Oscilla jocosa
Mollusca,Ostraea angasi,Ostraea angasi
Mollusca,Ostrea chilensis,Ostrea chilensis
Mollusca,Ostrea denselamellosa,Ostrea denselamellosa
Mollusca,Ostrea edulis,Ostrea edulis
Mollusca,Ostrea equestris,Ostrea equestris
Mollusca,Ostrea puelchana,Ostrea puelchana
Mollusca,Ostrea stentina,Ostrea stentina
Mollusca,Oxynoe viridis,Oxynoe viridis
Mollusca,Palmadusta lentiginosa,Palmadusta lentiginosa
Mollusca,Paphia textile,Paratapes textilis
Mollusca,Paphia undulata,Paratapes undulatus
Mollusca,Parahyotissa imbricata,Hyotissa inermis
Mollusca,Paratapes textilis,Paratapes textilis
Mollusca,Paratapes undulatus,Paratapes undulatus
Mollusca,Parviturbo dibellai,Fossarus eutorniscus
Mollusca,Patella rota,Cellana rota
Mollusca,Patelloida saccharina,Patelloida saccharina
Mollusca,Patinopecten yessoensis,Mizuhopecten yessoensis
Mollusca,Perna confusa,Xenostrobus securis
Mollusca,Perna perna,Perna perna
Mollusca,Perna picta,Perna perna
Mollusca,Perna viridis,Perna viridis
Mollusca,Petalifera gravieri,Petalifera gravieri
Mollusca,Petricola fabagella,Petricola fabagella
Mollusca,Petricola hemprichi,Petricola fabagella
Mollusca,Petricola pholadiformis,Petricolaria pholadiformis
Mollusca,Petricolaria pholadiformis,Petricolaria pholadiformis
Mollusca,Phidiana indica,Caloria indica
Mollusca,Phidiana militaris,Phidiana militaris
Mollusca,Philine auriformis,Philine auriformis
Mollusca,Philinopsis speciosa,Philinopsis speciosa
Mollusca,Pholas candidus,Barnea candida
Mollusca,Pinctada imbricata,Pinctada imbricata
Mollusca,Pinctada imbricata radiata,Pinctada imbricata radiata
Mollusca,Pinctada margaritifera,Pinctada margaritifera
Mollusca,Pinctada radiata,Pinctada imbricata radiata
Mollusca,Planaxis griseus,Planaxis savignyi
Mollusca,Planaxis lineolata,Angiola punctostriata
Mollusca,Planaxis lineolatus,Angiola punctostriata
Mollusca,Planaxis punctostriata,Angiola punctostriata
Mollusca,Planaxis savignyi,Planaxis savignyi
Mollusca,Planostrea pestigris,Planostrea pestigris
Mollusca,Pleurobranchus forskalii,Pleurobranchus forskalii
Mollusca,Plicatula chinensis,Plicatula plicata
Mollusca,Plicatula plicata,Plicatula plicata
Mollusca,Plocamopherus ocellatus,Plocamopherus ocellatus
Mollusca,Plocamopherus tilesii,Plocamopherus tilesii
Mollusca,Polycera capensis,Polycera capensis
Mollusca,Polycera hedgpethi,Polycera hedgpethi
Mollusca,Polycerella emertoni,Polycerella emertoni
Mollusca,Potamocorbula amurensis,Potamocorbula amurensis
Mollusca,Potamopyrgus antipodarum,Potamopyrgus antipodarum
Mollusca,Potamopyrgus jenkinsi,Potamopyrgus antipodarum
Mollusca,Psammacoma gubernaculum,Psammacoma gubernaculum
Mollusca,Psammotreta praerupta,Psammacoma gubernaculum
Mollusca,Pseudochama corbierei,Pseudochama corbierei
Mollusca,Pseudochama corbieri,Pseudochama corbierei
Mollusca,Pseudominolia nedyma,Pseudominolia nedyma
Mollusca,Pseudorhaphitoma iodolabiata,Pseudorhaphitoma iodolabiata
Mollusca,Psiloteredo megotara,Psiloteredo megotara
Mollusca,Pteria colymbus,Pteria colymbus
Mollusca,Pteria hirundo,Pteria hirundo
Mollusca,Pteropurpura (Ocinebrellus) inornata,Ocinebrellus inornatus
Mollusca,Purpuradusta gracilis,Purpuradusta gracilis
Mollusca,Purpuradusta gracilis nemethi,Purpuradusta gracilis nemethi
Mollusca,Purpuradusta gracilis notata,Purpuradusta gracilis notata
Mollusca,Pyrgulina fischeri,Pyrgulina fischeri
Mollusca,Pyrgulina maiae,Pyrgulina pupaeformis
Mollusca,Pyrgulina nana,Pyrgulina nana
Mollusca,Pyrgulina pirinthella,Pyrgulina pirinthella
Mollusca,Pyrgulina pupaeformis,Pyrgulina pupaeformis
Mollusca,Pyrunculus fourierii,Pyrunculus fourierii
Mollusca,Raeta pulchella,Raeta pulchella
Mollusca,Rangia cuneata,Rangia cuneata
Mollusca,Rapana rapiformis,Rapana rapiformis
Mollusca,Rapana venosa,Rapana venosa
Mollusca,Redicirce sulcata,Redicirce sulcata
Mollusca,Retusa desgenettii,Retusa desgenettii
Mollusca,Retusa fourierii,Pyrunculus fourierii
Mollusca,Rhinoclavis (Proclava) kochi,Rhinoclavis kochi
Mollusca,Rhinoclavis kochi,Rhinoclavis kochi
Mollusca,Rhinoclavis sinensis,Rhinoclavis sinensis
Mollusca,Rissoina ambigua,Rissoina ambigua
Mollusca,Rissoina bertholleti,Rissoina bertholleti
Mollusca,Rissoina spirata,Rissoina spirata
Mollusca,Rochia nilotica,Rochia nilotica
Mollusca,Ruditapes largillierti,Venerupis (Ruditapes) largillierti
Mollusca,Ruditapes philippinarum,Ruditapes philippinarum
Mollusca,Sabia conica,Sabia conica
Mollusca,Saccostrea commercialis,Saccostrea glomerata
Mollusca,Saccostrea cuccullata,Saccostrea cuccullata
Mollusca,Saccostrea glomerata,Saccostrea glomerata
Mollusca,Scapharca inaequivalvis,Anadara inaequivalvis
Mollusca,Semimytilus algosus,Semimytilus algosus
Mollusca,Sepia gibba,Sepia gibba
Mollusca,Sepia pharaonis,Sepia pharaonis
Mollusca,Sepioteuthis lessoniana,Sepioteuthis lessoniana
Mollusca,Septifer bilocularis,Septifer bilocularis
Mollusca,Septifer cumingii,Septifer cumingii
Mollusca,Septifer forskali,Septifer cumingii
Mollusca,Siphonaria belcheri,Siphonaria belcheri
Mollusca,Siphonaria crenata,Siphonaria crenata
Mollusca,Siphonaria kurracheensis,Siphonaria kurracheensis
Mollusca,Siphonaria pectinata,Siphonaria pectinata
Mollusca,Smaragdia souverbiana,Smaragdia souverbiana
Mollusca,Soletellina rosea,Hiatula rosea
Mollusca,Sphenia rueppellii,Sphenia rueppellii
Mollusca,Spondylus groschi,Spondylus groschi
Mollusca,Spondylus nicobaricus,Spondylus nicobaricus
Mollusca,Spondylus spinosus,Spondylus spinosus
Mollusca,Spurilla major,Baeolidia moebii
Mollusca,Steromphala adansonii,Steromphala adansonii
Mollusca,Steromphala adriatica,Steromphala adriatica
Mollusca,Steromphala cineraria,Steromphala cineraria
Mollusca,Stomatella auricula,Stomatella auricula
Mollusca,Stomatella impertusa,Stomatella impertusa
Mollusca,Stomatella varia,Stomatella auricula
Mollusca,Strombus (Doxander) vittatus,Doxander vittatus
Mollusca,Strombus (Doxander) vittatus vittatus,Doxander vittatus vittatus
Mollusca,Strombus decorus,Conomurex decorus
Mollusca,Strombus decorus persicus,Conomurex persicus
Mollusca,Strombus decorus raybaudi,Conomurex persicus
Mollusca,Strombus mutabilis,Canarium mutabile
Mollusca,Strombus persicus,Conomurex persicus
Mollusca,Styloptygma beatrix,Styloptygma beatrix
Mollusca,Syphonota geographica,Syphonota geographica
Mollusca,Syrnola cinctella,Syrnola cinctella
Mollusca,Syrnola fasciata,Syrnola fasciata
Mollusca,Syrnola lendix,Syrnola lendix
Mollusca,Tapes (Ruditapes) philippinarum,Ruditapes philippinarum
Mollusca,Tapes philippinarum,Ruditapes philippinarum
Mollusca,Tayuva lilacina,Tayuva lilacina
Mollusca,Tectus niloticus,Rochia nilotica
Mollusca,Tegillarca granosa,Tegillarca granosa
Mollusca,Tegulaplax hululensis,Tegulaplax hululensis
Mollusca,Tellina (Angulus) flacca,Nitidotellina lux
Mollusca,Tellina flacca,Nitidotellina lux
Mollusca,Tellina valtonis,Nitidotellina valtonis
Mollusca,Tenellia adspersa,Tenellia adspersa
Mollusca,Teredo bartschi,Teredo bartschi
Mollusca,Teredo navalis,Teredo navalis
Mollusca,Teredothyra dominicensis,Teredothyra dominicensis
Mollusca,Thais (Thaisella) sacellum,Indothais sacellum
Mollusca,Thais carinifera,Indothais lacera
Mollusca,Thais lacera,Indothais lacera
Mollusca,Thaisella lacera,Indothais lacera
Mollusca,Thaisella sacellum,Indothais sacellum
Mollusca,Thecacera pennigera,Thecacera pennigera
Mollusca,Theora (Endopleura) lubrica,Theora lubrica
Mollusca,Theora lubrica,Theora lubrica
Mollusca,Thuridilla mazda,Thuridilla mazda
Mollusca,Timoclea roemeriana,Timoclea roemeriana
Mollusca,Tiostrea chilensis,Ostrea chilensis
Mollusca,Tiostrea lutaria,Ostrea chilensis
Mollusca,Tonicia atrata,Tonicia atrata
Mollusca,Tornus jullieni,Tornus jullieni
Mollusca,Transkeia bogii,Transkeia bogii
Mollusca,Trapania toddi,Trapania toddi
Mollusca,Trapezium oblongum,Trapezium oblongum
Mollusca,Tremoctopus gracilis,Tremoctopus gracilis
Mollusca,Tricornis tricornis,Tricornis tricornis
Mollusca,Tritia neritea,Tritia neritea
Mollusca,Tritonia plebeia,Tritonia plebeia
Mollusca,Trivirostra triticum,Trivirostra triticum
Mollusca,Trochus erithreus,Trochus erithreus
Mollusca,Trochus erythraeus,Trochus erithreus
Mollusca,Trochus erythreus,Trochus erithreus
Mollusca,Trochus niloticus,Rochia nilotica
Mollusca,Trophonopsis alboranensis,Trophonopsis alboranensis
Mollusca,Truncatella subcylindrica,Truncatella subcylindrica
Mollusca,Trunculariopsis trunculus,Hexaplex trunculus
Mollusca,Turbonilla edgari,Turbonilla edgarii
Mollusca,Turbonilla edgarii,Turbonilla edgarii
Mollusca,Urosalpinx cinerea,Urosalpinx cinerea
Mollusca,Vasticardium flavum,Vasticardium flavum
Mollusca,Venerupis (Ruditapes) largillierti,Venerupis largillierti
Mollusca,Venerupis (Ruditapes) philippinarum,Ruditapes philippinarum
Mollusca,Venerupis largillierti,Venerupis largillierti
Mollusca,Ventomnestia girardi,Mnestia girardi
Mollusca,Venus roemeriana,Timoclea roemeriana
Mollusca,Vexillum (Pusia) depexum,Vexillum depexum
Mollusca,Vexillum depexum,Vexillum depexum
Mollusca,Volvulella ovulina,Volvulella ovulina
Mollusca,Voorwindia tiberiana,Voorwindia tiberiana
Mollusca,Xenostrobus securis,Xenostrobus securis
Mollusca,Zafra exilis,Zafra exilis
Mollusca,Zafra obesula,Zafra obesula
Mollusca,Zafra pumila,Zafra pumila
Mollusca,Zafra savignyi,Zafra savignyi
Mollusca,Zafra savignyi,Zafra savignyi
Mollusca,Zafra selasphora,Zafra selasphora
Mollusca,Zygochlamys patagonica,Zygochlamys patagonica
Porifera,Amphimedon chloros,Amphimedon chloros
Porifera,Callyspongia viridis,Callyspongia viridis
Porifera,Celtodoryx ciocalyptoides,Celtodoryx ciocalyptoides
Porifera,Celtodoryx girardae,Celtodoryx ciocalyptoides
Porifera,Chalinula loosanoffi,Chalinula loosanoffi
Porifera,Cliona lampa,Pione lampa
Porifera,Cliona thoosina,Cliona thoosina
Porifera,Damiriana schmidti,Lissodendoryx (Waldoschmittia) schmidti
Porifera,Gelliodes fibrosa,Gelliodes wilsoni
Porifera,Gelliodes wilsoni,Gelliodes wilsoni
Porifera,Geodia micropunctata,Geodia micropunctata
Porifera,Halichondria (Halichondria) bowerbanki,Halichondria (Halichondria) bowerbanki
Porifera,Haliclona (Soestella) caerulea,Haliclona (Soestella) caerulea
Porifera,Haliclona (Soestella) xena,Haliclona (Soestella) xena
Porifera,Haliclona loosanoffi,Chalinula loosanoffi
Porifera,Haliclona spinosella,Haliclona spinosella
Porifera,Heteronema erecta,Hyrtios erectus
Porifera,Hymeniacidon sinapium,Hymeniacidon sinapium
Porifera,Hyrtios erectus,Hyrtios erectus
Porifera,Lissodendoryx (Waldoschmittia) schmidti,Lissodendoryx (Waldoschmittia) schmidti
Porifera,Mycale (Carmia) erythraeana,Mycale (Carmia) erythraeana
Porifera,Mycale (Mycale) armata,Mycale (Mycale) armata
Porifera,Mycale (Zygomycale) parishii,Mycale (Zygomycale) parishii
Porifera,Paraleucilla magna,Paraleucilla magna
Porifera,Pione lampa,Pione lampa
Porifera,Suberites aurantiacus,Suberites aurantiacus
Porifera,Suberites massa,Suberites massa
Porifera,Suberites zeteki,Suberites aurantiacus
